Campus,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year,% of Students Found
50,1,FTT,21051,21051,Criminal Justice,"2,345",787,"$49,216","$75,028","$104,890","$79,193",596,11,75.73%
50,1,FTT,21051,21051,Criminal Justice,"2,345",655,"$46,355","$75,379","$103,239","$78,719",485,12,74.05%
50,1,FTT,21051,21051,Criminal Justice,"2,345",555,"$49,738","$76,942","$105,916","$80,526",398,13,71.71%
50,1,FTT,21051,21051,Criminal Justice,"2,345",449,"$52,355","$81,708","$108,656","$83,269",319,14,71.05%
50,1,FTT,21051,21051,Criminal Justice,"2,345",346,"$55,211","$83,248","$113,947","$87,109",247,15,71.39%
50,1,FTT,22021,22021,Anthropology,432,427,"$11,414","$23,090","$36,690","$26,014",353,1,82.67%
50,1,FTT,22021,22021,Anthropology,432,409,"$13,699","$27,183","$43,547","$30,859",328,2,80.20%
50,1,FTT,22021,22021,Anthropology,432,394,"$13,500","$27,983","$44,390","$32,002",309,3,78.43%
50,1,FTT,22021,22021,Anthropology,432,374,"$17,402","$34,408","$48,785","$35,662",274,4,73.26%
50,1,FTT,22021,22021,Anthropology,432,339,"$18,400","$35,448","$52,246","$38,025",239,5,70.50%
50,1,FTT,22021,22021,Anthropology,432,315,"$21,021","$39,237","$53,394","$40,318",214,6,67.94%
50,1,FTT,22021,22021,Anthropology,432,290,"$23,363","$41,839","$57,814","$43,811",188,7,64.83%
50,1,FTT,22021,22021,Anthropology,432,262,"$29,954","$46,981","$63,328","$49,119",170,8,64.89%
50,1,FTT,22021,22021,Anthropology,432,238,"$22,430","$44,139","$61,925","$47,348",163,9,68.49%
50,1,FTT,22021,22021,Anthropology,432,212,"$29,259","$48,815","$65,709","$50,510",140,10,66.04%
50,1,FTT,22021,22021,Anthropology,432,186,"$32,528","$51,910","$69,645","$54,910",119,11,63.98%
50,1,FTT,22021,22021,Anthropology,432,164,"$33,044","$50,694","$75,761","$57,150",100,12,60.98%
50,1,FTT,22021,22021,Anthropology,432,127,"$34,622","$51,572","$71,168","$59,078",75,13,59.06%
50,1,FTT,22021,22021,Anthropology,432,95,"$33,369","$55,828","$76,924","$61,185",56,14,58.95%
50,1,FTT,22021,22021,Anthropology,432,58,"$39,770","$66,162","$83,670","$79,492",31,15,53.45%
50,1,FTT,22041,22041,Economics,363,346,"$13,881","$30,685","$48,666","$33,379",282,1,81.50%
50,1,FTT,22041,22041,Economics,363,320,"$23,347","$40,682","$56,311","$41,408",250,2,78.13%
50,1,FTT,22041,22041,Economics,363,293,"$25,057","$45,619","$63,338","$47,466",219,3,74.74%
50,1,FTT,22041,22041,Economics,363,264,"$30,637","$47,991","$65,497","$51,110",193,4,73.11%
50,1,FTT,22041,22041,Economics,363,235,"$34,438","$52,957","$71,412","$56,749",168,5,71.49%
50,1,FTT,22041,22041,Economics,363,208,"$35,049","$58,505","$85,756","$66,030",141,6,67.79%
50,1,FTT,22041,22041,Economics,363,188,"$38,558","$64,351","$86,537","$67,854",123,7,65.43%
50,1,FTT,22041,22041,Economics,363,160,"$31,360","$64,666","$88,185","$72,733",103,8,64.38%
50,1,FTT,22041,22041,Economics,363,137,"$37,009","$69,744","$93,451","$79,303",87,9,63.50%
50,1,FTT,22041,22041,Economics,363,123,"$33,512","$75,689","$95,504","$83,544",80,10,65.04%
50,1,FTT,22041,22041,Economics,363,108,"$43,182","$73,363","$107,926","$86,531",64,11,59.26%
50,1,FTT,22041,22041,Economics,363,84,"$54,415","$84,780","$119,038","$94,195",49,12,58.33%
50,1,FTT,22041,22041,Economics,363,63,"$48,161","$84,532","$112,529","$97,565",39,13,61.90%
50,1,FTT,22041,22041,Economics,363,42,"$46,621","$89,501","$145,766","$108,122",24,14,57.14%
50,1,FTT,22041,22041,Economics,363,34,"$80,741","$106,119","$157,354","$134,088",18,15,52.94%
50,1,FTT,22051,22051,History,"1,148","1,105","$11,052","$21,755","$36,754","$26,698",940,1,85.07%
50,1,FTT,22051,22051,History,"1,148","1,042","$16,013","$28,728","$45,743","$32,776",878,2,84.26%
50,1,FTT,22051,22051,History,"1,148",965,"$18,959","$36,179","$53,440","$38,236",802,3,83.11%
50,1,FTT,22051,22051,History,"1,148",862,"$22,808","$41,337","$58,502","$43,037",695,4,80.63%
50,1,FTT,22051,22051,History,"1,148",780,"$25,007","$45,723","$63,019","$46,008",614,5,78.72%
50,1,FTT,22051,22051,History,"1,148",696,"$27,989","$49,137","$67,402","$49,440",540,6,77.59%
50,1,FTT,22051,22051,History,"1,148",628,"$30,337","$53,753","$71,145","$53,492",468,7,74.52%
50,1,FTT,22051,22051,History,"1,148",562,"$35,290","$55,547","$74,352","$56,310",399,8,71.00%
50,1,FTT,22051,22051,History,"1,148",482,"$32,198","$59,858","$79,840","$59,282",337,9,69.92%
50,1,FTT,22051,22051,History,"1,148",393,"$33,376","$61,648","$80,997","$60,966",277,10,70.48%
50,1,FTT,22051,22051,History,"1,148",338,"$38,802","$66,348","$85,336","$63,906",228,11,67.46%
50,1,FTT,22051,22051,History,"1,148",293,"$44,239","$72,469","$89,138","$70,179",198,12,67.58%
50,1,FTT,22051,22051,History,"1,148",251,"$42,006","$74,219","$91,594","$70,509",175,13,69.72%
50,1,FTT,22051,22051,History,"1,148",192,"$45,917","$78,588","$93,128","$75,265",133,14,69.27%
50,1,FTT,22051,22051,History,"1,148",159,"$47,387","$76,477","$97,216","$75,192",110,15,69.18%
50,1,FTT,22061 + 22063,22063,Geography,299,290,"$12,863","$25,071","$43,476","$29,423",232,1,80.00%
50,1,FTT,22061 + 22063,22063,Geography,299,270,"$16,870","$31,931","$50,676","$35,484",218,2,80.74%
50,1,FTT,22061 + 22063,22063,Geography,299,251,"$24,513","$40,782","$56,696","$43,009",199,3,79.28%
50,1,FTT,22061 + 22063,22063,Geography,299,233,"$21,975","$43,586","$62,098","$44,883",189,4,81.12%
50,1,FTT,22061 + 22063,22063,Geography,299,210,"$30,004","$49,096","$65,489","$49,166",157,5,74.76%
50,1,FTT,22061 + 22063,22063,Geography,299,198,"$30,737","$52,862","$70,127","$52,933",152,6,76.77%
50,1,FTT,22061 + 22063,22063,Geography,299,186,"$31,752","$54,455","$75,433","$55,221",141,7,75.81%
50,1,FTT,22061 + 22063,22063,Geography,299,170,"$35,587","$60,102","$80,068","$59,991",126,8,74.12%
50,1,FTT,22061 + 22063,22063,Geography,299,152,"$39,468","$64,547","$87,400","$65,721",112,9,73.68%
50,1,FTT,22061 + 22063,22063,Geography,299,134,"$38,084","$71,377","$91,309","$67,840",96,10,71.64%
50,1,FTT,22061 + 22063,22063,Geography,299,119,"$41,539","$72,897","$90,918","$70,308",85,11,71.43%
50,1,FTT,22061 + 22063,22063,Geography,299,97,"$52,140","$74,891","$92,969","$73,771",66,12,68.04%
50,1,FTT,22061 + 22063,22063,Geography,299,84,"$42,357","$72,187","$100,306","$73,959",56,13,66.67%
50,1,FTT,22061 + 22063,22063,Geography,299,70,"$43,765","$74,114","$102,063","$75,565",47,14,67.14%
50,1,FTT,22061 + 22063,22063,Geography,299,55,"$46,127","$76,630","$101,160","$74,277",37,15,67.27%
50,1,FTT,22071,22071,Political Science,740,710,"$13,258","$27,683","$46,551","$32,138",570,1,80.28%
50,1,FTT,22071,22071,Political Science,740,675,"$18,255","$35,042","$51,833","$38,058",515,2,76.30%
50,1,FTT,22071,22071,Political Science,740,624,"$19,114","$40,613","$57,154","$42,211",476,3,76.28%
50,1,FTT,22071,22071,Political Science,740,583,"$22,960","$47,477","$64,794","$47,792",432,4,74.10%
50,1,FTT,22071,22071,Political Science,740,542,"$29,429","$47,618","$69,638","$51,751",394,5,72.69%
50,1,FTT,22071,22071,Political Science,740,485,"$31,923","$55,245","$74,488","$56,664",346,6,71.34%
50,1,FTT,22071,22071,Political Science,740,419,"$34,338","$58,354","$77,237","$60,042",301,7,71.84%
50,1,FTT,22071,22071,Political Science,740,380,"$40,728","$63,886","$85,311","$67,271",256,8,67.37%
50,1,FTT,22071,22071,Political Science,740,331,"$46,396","$66,157","$89,293","$71,343",209,9,63.14%
50,1,FTT,22071,22071,Political Science,740,295,"$39,888","$67,330","$91,379","$70,763",191,10,64.75%
50,1,FTT,22071,22071,Political Science,740,247,"$41,963","$73,081","$97,153","$74,738",156,11,63.16%
50,1,FTT,22071,22071,Political Science,740,205,"$38,219","$75,002","$105,963","$76,073",132,12,64.39%
50,1,FTT,22071,22071,Political Science,740,164,"$48,993","$80,558","$109,253","$83,461",94,13,57.32%
50,1,FTT,22071,22071,Political Science,740,129,"$38,672","$80,169","$112,937","$85,072",79,14,61.24%
50,1,FTT,22071,22071,Political Science,740,96,"$53,200","$79,176","$106,093","$83,575",58,15,60.42%
50,1,FTT,22081,22081,Sociology,"2,016","1,936","$15,496","$27,461","$40,489","$30,604","1,681",1,86.83%
50,1,FTT,22081,22081,Sociology,"2,016","1,739","$20,247","$34,397","$48,673","$36,364","1,485",2,85.39%
50,1,FTT,22081,22081,Sociology,"2,016","1,564","$23,133","$38,282","$53,573","$40,536","1,301",3,83.18%
50,1,FTT,22081,22081,Sociology,"2,016","1,420","$26,407","$42,608","$57,315","$44,822","1,159",4,81.62%
50,1,FTT,22081,22081,Sociology,"2,016","1,300","$29,929","$45,369","$60,908","$48,720","1,026",5,78.92%
50,1,FTT,22081,22081,Sociology,"2,016","1,149","$30,711","$48,191","$64,247","$51,341",875,6,76.15%
50,1,FTT,22081,22081,Sociology,"2,016","1,033","$31,771","$50,413","$67,613","$53,733",771,7,74.64%
50,1,FTT,22081,22081,Sociology,"2,016",935,"$35,357","$53,359","$71,017","$56,776",694,8,74.22%
50,1,FTT,22081,22081,Sociology,"2,016",820,"$34,824","$54,597","$72,645","$57,783",609,9,74.27%
50,1,FTT,22081,22081,Sociology,"2,016",713,"$34,527","$55,597","$74,311","$58,709",527,10,73.91%
50,1,FTT,22081,22081,Sociology,"2,016",623,"$37,719","$57,249","$76,545","$61,578",453,11,72.71%
50,1,FTT,22081,22081,Sociology,"2,016",514,"$35,801","$57,489","$81,670","$63,670",360,12,70.04%
50,1,FTT,22081,22081,Sociology,"2,016",404,"$37,072","$60,589","$87,685","$66,571",276,13,68.32%
50,1,FTT,22081,22081,Sociology,"2,016",310,"$35,702","$59,451","$86,361","$65,396",199,14,64.19%
50,1,FTT,22081,22081,Sociology,"2,016",228,"$39,502","$64,172","$88,984","$70,136",138,15,60.53%
50,1,FTT,22111,22111,African-American Studies,1,1,,,,,,1,0.00%
50,1,FTT,22111,22111,African-American Studies,1,1,,,,,,2,0.00%
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,3,#DIV/0!
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,4,#DIV/0!
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,5,#DIV/0!
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,6,#DIV/0!
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,7,#DIV/0!
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,8,#DIV/0!
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,9,#DIV/0!
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,10,#DIV/0!
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,11,#DIV/0!
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,12,#DIV/0!
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,13,#DIV/0!
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,14,#DIV/0!
50,1,FTT,22111,22111,African-American Studies,1,,,,,,,15,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,1,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,2,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,3,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,4,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,5,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,6,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,7,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,8,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,9,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,10,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,11,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,12,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,13,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,14,#DIV/0!
50,1,FTT,22131,22131,Mexican-American Studies,1,,,,,,,15,#DIV/0!
50,1,FTT,22990 + 49991,49991,Women's Studies,37,36,"$12,980","$27,384","$41,225","$31,263",28,1,77.78%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,30,"$17,143","$28,000","$40,582","$31,890",23,2,76.67%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,28,"$14,789","$29,210","$38,802","$30,782",22,3,78.57%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,26,"$11,534","$19,376","$38,420","$26,510",19,4,73.08%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,25,"$9,979","$36,286","$43,027","$32,713",18,5,72.00%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,20,"$15,453","$36,261","$46,772","$34,796",14,6,70.00%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,19,"$15,234","$39,261","$45,226","$39,278",13,7,68.42%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,17,"$9,827","$38,593","$48,165","$31,519",11,8,64.71%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,15,"$13,522","$42,202","$48,093","$34,632",10,9,66.67%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,13,"$25,038","$37,164","$42,955","$34,827",8,10,61.54%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,11,"$38,866","$48,565","$50,402","$44,490",5,11,45.45%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,7,,,,,3,12,42.86%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,5,,,,,1,13,20.00%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,3,,,,,,14,0.00%
50,1,FTT,22990 + 49991,49991,Women's Studies,37,1,,,,,,15,0.00%
50,1,FTT,22991,22991,Ethnic Studies,123,118,"$8,624","$22,916","$35,072","$24,299",84,1,71.19%
50,1,FTT,22991,22991,Ethnic Studies,123,110,"$13,405","$31,668","$44,499","$30,900",83,2,75.45%
50,1,FTT,22991,22991,Ethnic Studies,123,104,"$22,500","$36,652","$50,002","$36,090",75,3,72.12%
50,1,FTT,22991,22991,Ethnic Studies,123,97,"$18,293","$34,147","$49,813","$35,408",76,4,78.35%
50,1,FTT,22991,22991,Ethnic Studies,123,89,"$24,951","$38,094","$58,100","$39,024",71,5,79.78%
50,1,FTT,22991,22991,Ethnic Studies,123,79,"$19,567","$43,573","$60,267","$41,637",63,6,79.75%
50,1,FTT,22991,22991,Ethnic Studies,123,73,"$23,517","$40,907","$60,432","$42,813",61,7,83.56%
50,1,FTT,22991,22991,Ethnic Studies,123,64,"$31,683","$48,552","$65,261","$49,480",52,8,81.25%
50,1,FTT,22991,22991,Ethnic Studies,123,57,"$31,860","$51,509","$72,230","$51,516",46,9,80.70%
50,1,FTT,22991,22991,Ethnic Studies,123,49,"$37,216","$58,612","$73,225","$55,220",40,10,81.63%
50,1,FTT,22991,22991,Ethnic Studies,123,40,"$39,512","$56,397","$76,848","$55,934",34,11,85.00%
50,1,FTT,22991,22991,Ethnic Studies,123,33,"$49,547","$68,568","$81,236","$63,816",28,12,84.85%
50,1,FTT,22991,22991,Ethnic Studies,123,27,"$54,036","$77,146","$85,686","$68,417",23,13,85.19%
50,1,FTT,22991,22991,Ethnic Studies,123,20,"$48,234","$69,116","$84,229","$66,089",18,14,90.00%
50,1,FTT,22991,22991,Ethnic Studies,123,15,"$64,498","$77,507","$89,378","$76,280",12,15,80.00%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937","2,900","$8,909","$19,704","$33,615","$23,210","2,514",1,86.69%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937","2,810","$14,949","$28,598","$46,283","$31,358","2,438",2,86.76%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937","2,718","$19,132","$35,616","$54,416","$36,908","2,299",3,84.58%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937","2,618","$21,455","$39,834","$57,665","$39,834","2,128",4,81.28%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937","2,505","$21,991","$43,849","$60,377","$42,080","1,987",5,79.32%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937","2,357","$23,878","$45,388","$63,141","$44,125","1,812",6,76.88%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937","2,188","$23,946","$47,317","$65,564","$45,597","1,630",7,74.50%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937","2,041","$25,251","$50,322","$68,123","$47,740","1,474",8,72.22%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937","1,840","$24,063","$52,656","$70,182","$48,793","1,316",9,71.52%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937","1,662","$26,201","$54,661","$73,922","$51,064","1,164",10,70.04%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937","1,465","$28,455","$58,607","$76,528","$54,122","1,006",11,68.67%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937","1,227","$28,560","$61,939","$80,337","$56,628",844,12,68.79%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937",982,"$31,681","$65,822","$84,315","$59,132",678,13,69.04%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937",752,"$32,465","$68,157","$85,890","$61,922",517,14,68.75%
50,1,FTT,49012 + 49017,49017,Liberal Studies,"2,937",539,"$29,986","$71,769","$88,292","$62,016",373,15,69.20%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","3,580","$7,638","$14,886","$24,319","$18,557","2,977",1,83.16%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","3,450","$9,264","$17,934","$29,639","$22,186","2,805",2,81.30%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","3,277","$10,985","$21,227","$34,069","$25,442","2,651",3,80.90%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","3,103","$13,502","$24,758","$38,339","$28,686","2,487",4,80.15%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","2,891","$15,260","$27,479","$42,568","$32,023","2,284",5,79.00%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","2,703","$16,703","$30,584","$46,528","$34,957","2,087",6,77.21%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","2,443","$17,078","$32,784","$50,037","$37,521","1,867",7,76.42%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","2,187","$19,846","$35,106","$54,284","$41,103","1,625",8,74.30%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","2,028","$20,759","$37,005","$57,517","$44,578","1,485",9,73.22%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","1,829","$21,457","$40,025","$59,065","$51,692","1,315",10,71.90%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","1,591","$25,717","$43,276","$64,580","$62,824","1,086",11,68.26%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","1,483","$27,140","$44,693","$66,646","$63,788","1,002",12,67.57%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","1,282","$28,888","$48,634","$72,432","$71,585",854,13,66.61%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690","1,070","$28,219","$48,567","$74,171","$65,857",699,14,65.33%
50,2,FTF + FTT,00000,00000,Undeclared/Unknown,"3,690",840,"$31,883","$50,241","$76,030","$58,562",532,15,63.33%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,510,"$21,888","$74,104","$101,979","$68,752",447,1,87.65%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,496,"$22,455","$76,475","$106,923","$71,335",432,2,87.10%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,465,"$26,198","$74,121","$108,856","$72,705",405,3,87.10%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,443,"$29,100","$75,418","$112,213","$76,388",382,4,86.23%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,390,"$31,165","$83,235","$117,288","$79,371",340,5,87.18%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,348,"$37,312","$83,497","$121,582","$84,718",303,6,87.07%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,289,"$58,294","$91,595","$124,604","$91,760",242,7,83.74%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,219,"$69,668","$98,453","$128,994","$98,995",187,8,85.39%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,192,"$80,974","$101,042","$128,902","$102,885",160,9,83.33%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,174,"$73,548","$103,388","$134,226","$100,146",142,10,81.61%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,144,"$80,071","$108,265","$128,630","$102,830",118,11,81.94%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,123,"$76,814","$110,138","$136,769","$106,938",101,12,82.11%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,99,"$74,154","$102,502","$130,170","$105,501",81,13,81.82%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,81,"$65,481","$104,343","$130,716","$103,358",63,14,77.78%
50,2,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,516,51,"$67,272","$95,508","$128,079","$98,385",37,15,72.55%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,1,1,100.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,1,2,100.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,1,3,100.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,1,4,100.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,1,5,100.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,1,6,100.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,1,7,100.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,1,8,100.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,,9,0.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,,10,0.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,1,11,100.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,,12,0.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,,13,0.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,,14,0.00%
50,2,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,1,1,,,,,,15,0.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,5,,,,,4,1,80.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,5,,,,,4,2,80.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,4,,,,,4,3,100.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,4,,,,,3,4,75.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,4,,,,,3,5,75.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,4,,,,,3,6,75.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,3,,,,,2,7,66.67%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,1,,,,,1,8,100.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,1,,,,,1,9,100.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,1,,,,,1,10,100.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,1,,,,,1,11,100.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,1,,,,,1,12,100.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,1,,,,,1,13,100.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,1,,,,,,14,0.00%
50,2,FTF + FTT,03081 + 03085,03085,Latin/Central American Studies,5,1,,,,,,15,0.00%
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,1,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,2,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,3,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,4,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,5,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,6,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,7,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,8,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,9,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,10,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,11,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,12,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,13,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,14,#DIV/0!
50,2,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,1,,,,,,,15,#DIV/0!
50,2,FTF + FTT,03131,03131,American Studies,22,21,"$6,169","$18,230","$61,545","$34,478",14,1,66.67%
50,2,FTF + FTT,03131,03131,American Studies,22,21,"$3,020","$11,518","$42,727","$27,420",16,2,76.19%
50,2,FTF + FTT,03131,03131,American Studies,22,20,"$11,198","$26,835","$42,045","$32,095",14,3,70.00%
50,2,FTF + FTT,03131,03131,American Studies,22,20,"$17,674","$26,334","$32,390","$32,441",14,4,70.00%
50,2,FTF + FTT,03131,03131,American Studies,22,20,"$21,461","$32,790","$46,148","$39,330",13,5,65.00%
50,2,FTF + FTT,03131,03131,American Studies,22,19,"$22,320","$34,672","$44,904","$39,959",14,6,73.68%
